Year,Month,Monthly_v2,Annual,Five,Ten,Twenty,,,,
1966,7,-4.619,0.038,-0.353,-0.097,-0.121,,,,
1966,8,-4.64,-0.282,-0.349,-0.101,-0.118,,,,
1966,9,-3.569,-0.608,-0.273,-0.09,-0.109,,,,
1966,10,-5.593,-0.702,-0.24,-0.071,-0.109,,,,
1966,11,-7.96,-0.754,-0.255,-0.078,-0.108,,,,
1966,12,-4.073,-0.793,-0.265,-0.095,-0.105,,,,
1967,1,-4.383,-0.838,-0.272,-0.119,-0.082,,,,
1967,2,-7.824,-0.832,-0.255,-0.129,-0.064,,,,
1967,3,-7.297,-0.848,-0.254,-0.151,-0.062,,,,
1967,4,-7.298,-0.77,-0.257,-0.162,-0.055,,,,
1967,5,-5.804,-0.519,-0.242,-0.156,-0.044,,,,
1967,6,-5.134,-0.398,-0.125,-0.165,-0.039,,,,
1967,7,-5.161,-0.5,-0.117,-0.175,-0.041,,,,
1967,8,-4.571,-0.212,-0.062,-0.18,-0.043,,,,
1967,9,-3.759,0.211,-0.045,-0.201,-0.047,,,,
1967,10,-4.652,0.437,-0.056,-0.235,-0.042,,,,
1967,11,-4.951,0.484,-0.085,-0.251,-0.041,,,,
1967,12,-2.618,0.466,-0.067,-0.294,-0.051,,,,
1968,1,-5.605,0.405,-0.049,-0.277,-0.07,,,,
1968,2,-4.378,0.264,-0.032,-0.292,-0.055,,,,
1968,3,-2.216,0.282,-0.006,-0.259,-0.072,,,,
1968,4,-4.582,0.402,0.01,-0.273,-0.076,,,,
1968,5,-5.249,0.471,0.022,-0.256,-0.08,,,,
1968,6,-5.349,0.242,-0.049,-0.25,-0.082,,,,
1968,7,-5.887,0.213,-0.02,-0.249,-0.086,,,,
1968,8,-6.272,0.389,-0.019,-0.243,-0.092,,,,
1968,9,-3.533,0.177,-0.034,-0.236,-0.095,,,,
1968,10,-3.216,0.201,-0.004,-0.243,-0.104,,,,
1968,11,-4.124,0.153,0.011,-0.258,-0.111,,,,
1968,12,-5.369,0.087,0.017,-0.256,-0.106,,,,
1969,1,-5.948,0.136,0.008,-0.29,-0.101,,,,
1969,2,-2.269,0.278,0.007,-0.318,-0.124,,,,
1969,3,-4.762,0.125,-0.006,-0.307,-0.123,,,,
1969,4,-4.291,-0.031,0.025,-0.308,-0.123,,,,
1969,5,-5.83,-0.025,0.064,-0.318,-0.118,,,,
1969,6,-6.132,0.384,0.003,-0.311,-0.117,,,,
1969,7,-5.3,0.471,-0.058,-0.31,-0.116,,,,
1969,8,-4.573,0.271,-0.081,-0.308,-0.114,,,,
1969,9,-5.365,0.345,-0.056,-0.315,-0.114,,,,
1969,10,-5.094,0.255,-0.051,-0.331,-0.104,,,,
1969,11,-4.044,0.213,-0.043,-0.32,-0.09,,,,
1969,12,-0.46,0.354,-0.05,-0.278,-0.097,,,,
1970,1,-4.911,0.42,-0.067,-0.284,-0.099,,,,
1970,2,-4.664,0.426,-0.076,-0.26,-0.1,,,,
1970,3,-3.872,0.434,-0.134,-0.27,-0.088,,,,
1970,4,-5.372,0.488,-0.181,-0.272,-0.078,,,,
1970,5,-6.331,0.406,-0.199,-0.264,-0.076,,,,
1970,6,-4.447,-0.222,-0.3,-0.247,-0.079,,,,
1970,7,-4.509,-0.321,-0.257,-0.232,-0.081,,,,
1970,8,-4.493,-0.259,-0.284,-0.228,-0.082,,,,
1970,9,-5.276,-0.294,-0.289,-0.21,-0.089,,,,
1970,10,-4.439,-0.21,-0.297,-0.205,-0.089,,,,
1970,11,-5.036,-0.041,-0.271,-0.202,-0.08,,,,
1970,12,-7.989,-0.03,-0.251,-0.224,-0.1,,,,
1971,1,-6.103,-0.082,-0.224,-0.193,-0.075,,,,
1971,2,-3.923,-0.103,-0.183,-0.203,-0.06,,,,
1971,3,-4.295,-0.023,-0.192,-0.228,-0.035,,,,
1971,4,-4.353,0.034,-0.195,-0.197,-0.036,,,,
1971,5,-4.307,-0.015,-0.226,-0.19,-0.029,,,,
1971,6,-4.316,0.008,-0.204,-0.191,-0.034,,,,
1971,7,-5.136,-0.154,-0.228,-0.193,-0.035,,,,
1971,8,-4.742,-0.595,-0.287,-0.195,-0.032,,,,
1971,9,-4.318,-0.72,-0.34,-0.198,-0.025,,,,
1971,10,-3.752,-0.939,-0.375,-0.201,-0.019,,,,
1971,11,-5.626,-1.023,-0.38,-0.17,-0.007,,,,
1971,12,-7.712,-1.129,-0.356,-0.191,0.007,,,,
1972,1,-8.051,-1.215,-0.347,-0.167,-0.008,,,,
1972,2,-9.215,-1.247,-0.361,-0.112,0,,,,
1972,3,-5.795,-1.486,-0.376,-0.067,-0.012,,,,
1972,4,-6.975,-1.799,-0.404,-0.033,-0.017,,,,
1972,5,-5.32,-1.832,-0.397,-0.011,-0.013,,,,
1972,6,-5.583,-1.913,-0.432,-0.005,-0.016,,,,
1972,7,-6.171,-1.494,-0.451,-0.007,-0.014,,,,
1972,8,-5.122,-1.223,-0.458,-0.016,-0.021,,,,
1972,9,-7.194,-0.952,-0.495,-0.022,-0.021,,,,
1972,10,-7.5,-0.792,-0.488,-0.015,-0.027,,,,
1972,11,-6.024,-0.656,-0.443,-0.011,-0.04,,,,
1972,12,-8.687,-0.536,-0.427,-0.049,-0.046,,,,
1973,1,-3.021,-0.377,-0.416,-0.038,-0.039,,,,
1973,2,-5.969,-0.268,-0.424,-0.018,-0.042,,,,
1973,3,-2.536,-0.011,-0.414,-0.047,-0.034,,,,
1973,4,-5.058,0.334,-0.421,-0.055,-0.038,,,,
1973,5,-3.685,0.335,-0.427,-0.054,-0.045,,,,
1973,6,-4.145,0.721,-0.399,-0.059,-0.042,,,,
1973,7,-4.269,0.36,-0.365,-0.058,-0.043,,,,
1973,8,-3.811,0.372,-0.388,-0.054,-0.041,,,,
1973,9,-4.111,-0.08,-0.423,-0.068,-0.039,,,,
1973,10,-3.358,-0.191,-0.391,-0.095,-0.048,,,,
1973,11,-6.006,-0.395,-0.39,-0.121,-0.042,,,,
1973,12,-4.065,-0.44,-0.398,-0.114,-0.056,,,,
1974,1,-7.351,-0.482,-0.394,-0.094,-0.063,,,,
1974,2,-5.822,-0.616,-0.396,-0.17,-0.058,,,,
1974,3,-7.956,-0.792,-0.391,-0.17,-0.037,,,,
1974,4,-6.394,-1.078,-0.426,-0.178,-0.021,,,,
1974,5,-6.139,-0.88,-0.405,-0.171,-0.02,,,,
1974,6,-4.681,-0.753,-0.385,-0.164,-0.015,,,,
1974,7,-4.771,-0.644,-0.277,-0.155,-0.013,,,,
1974,8,-5.415,-0.583,-0.142,-0.162,-0.006,,,,
1974,9,-6.23,-0.428,-0.078,-0.156,-0.009,,,,
1974,10,-6.785,-0.308,-0.016,-0.154,-0.011,,,,
1974,11,-3.632,-0.1,0.02,-0.145,-0.016,,,,
1974,12,-2.538,-0.002,0.041,-0.163,-0.017,,,,
1975,1,-6.042,0.077,0.054,-0.154,0.001,,,,
1975,2,-5.093,0.111,0.045,-0.135,0.007,,,,
1975,3,-6.104,0.241,0.091,-0.136,0.012,,,,
1975,4,-4.944,0.403,0.152,-0.116,0.007,,,,
1975,5,-3.643,0.258,0.177,-0.089,0.01,,,,
1975,6,-3.508,-0.056,0.202,-0.093,0.012,,,,
1975,7,-3.826,0.105,0.18,-0.099,0.014,,,,
1975,8,-5.005,0.09,0.247,-0.1,0.013,,,,
1975,9,-4.666,0.066,0.195,-0.107,0.022,,,,
1975,10,-4.847,0.277,0.187,-0.106,0.022,,,,
1975,11,-5.365,0.222,0.162,-0.094,0.011,,,,
1975,12,-6.305,0.117,0.133,-0.093,0.013,,,,
1976,1,-4.118,0.028,0.108,-0.027,0.037,,,,
1976,2,-5.267,0.039,0.076,-0.001,0.039,,,,
1976,3,-6.387,0.094,0.057,0.036,0.036,,,,
1976,4,-2.422,0.008,0.004,0.025,0.042,,,,
1976,5,-4.298,0.096,-0.017,0.029,0.047,,,,
1976,6,-4.77,0.076,-0.023,0.021,0.041,,,,
1976,7,-4.89,0.289,0.039,0.028,0.037,,,,
1976,8,-4.875,0.634,-0.053,0.038,0.034,,,,
1976,9,-4.001,1.003,0,0.039,0.025,,,,
1976,10,-5.889,0.935,0.018,0.032,0.024,,,,
1976,11,-4.309,1.031,0.038,0.065,0.02,,,,
1976,12,-6.542,1.067,0.029,0.109,0.028,,,,
1977,1,-1.556,1.023,0.038,0.104,0.045,,,,
1977,2,-1.136,0.96,0.037,0.129,0.07,,,,
1977,3,-1.95,0.921,0.063,0.128,0.087,,,,
1977,4,-3.238,1.093,0.096,0.128,0.104,,,,
1977,5,-3.15,1.074,0.108,0.13,0.107,,,,
1977,6,-4.336,1.024,0.106,0.134,0.11,,,,
1977,7,-5.423,0.791,0.143,0.146,0.112,,,,
1977,8,-5.631,0.722,0.188,0.137,0.107,,,,
1977,9,-4.471,0.413,0.222,0.158,0.109,,,,
1977,10,-3.819,0.221,0.255,0.182,0.109,,,,
1977,11,-4.538,0.054,0.265,0.171,0.115,,,,
1977,12,-7.14,-0.079,0.241,0.202,0.126,,,,
1978,1,-4.351,-0.105,0.218,0.198,0.131,,,,
1978,2,-1.966,-0.116,0.225,0.209,0.129,,,,
1978,3,-5.665,-0.178,0.201,0.191,0.13,,,,
1978,4,-5.535,-0.406,0.209,0.196,0.137,,,,
1978,5,-5.161,-0.631,0.239,0.166,0.141,,,,
1978,6,-5.931,-0.409,0.212,0.165,0.146,,,,
1978,7,-5.728,-0.345,0.311,0.162,0.153,,,,
1978,8,-5.767,-1.13,0.386,0.16,0.162,,,,
1978,9,-5.217,-1.052,0.495,0.158,0.159,,,,
1978,10,-6.55,-1.033,0.44,0.146,0.153,,,,
1978,11,-7.246,-1.016,0.447,0.174,0.149,,,,
1978,12,-4.468,-0.958,0.441,0.144,0.152,,,,
1979,1,-3.59,-0.835,0.449,0.164,0.158,,,,
1979,2,-11.379,-0.806,0.472,0.201,0.147,,,,
1979,3,-4.727,-0.762,0.469,0.233,0.135,,,,
1979,4,-5.314,-0.619,0.491,0.266,0.137,,,,
1979,5,-4.951,-0.257,0.534,0.277,0.14,,,,
1979,6,-5.235,-0.107,0.604,0.28,0.149,,,,
1979,7,-4.253,-0.127,0.485,0.284,0.155,,,,
1979,8,-5.427,0.626,0.4,0.295,0.158,,,,
1979,9,-4.689,0.68,0.334,0.296,0.163,,,,
1979,10,-4.835,0.876,0.271,0.309,0.163,,,,
1979,11,-2.892,1.034,0.24,0.288,0.148,,,,
1979,12,-2.675,1.056,0.227,0.244,0.125,,,,
1980,1,-3.824,0.976,0.239,0.285,0.132,,,,
1980,2,-2.351,1.047,0.229,0.273,0.119,,,,
1980,3,-4.08,0.929,0.225,0.294,0.129,,,,
1980,4,-2.963,0.97,0.211,0.286,0.133,,,,
1980,5,-3.053,0.915,0.165,0.283,0.14,,,,
1980,6,-4.964,0.477,0.201,0.272,0.139,,,,
1980,7,-5.212,0.947,0.216,0.26,0.14,,,,
1980,8,-4.582,1.08,0.171,0.255,0.139,,,,
1980,9,-6.101,1.43,0.188,0.255,0.143,,,,
1980,10,-4.339,1.203,0.204,0.25,0.136,,,,
1980,11,-3.56,1.135,0.169,0.224,0.128,,,,
1980,12,-7.926,1.118,0.198,0.25,0.13,,,,
1981,1,1.812,1.187,0.216,0.267,0.131,,,,
1981,2,-0.752,1.275,0.244,0.281,0.137,,,,
1981,3,0.116,1.438,0.258,0.3,0.139,,,,
1981,4,-5.678,1.417,0.288,0.28,0.144,,,,
1981,5,-3.877,1.567,0.366,0.283,0.147,,,,
1981,6,-5.166,2.034,0.311,0.272,0.149,,,,
1981,7,-4.378,1.159,0.289,0.267,0.151,,,,
1981,8,-3.529,0.701,0.456,0.263,0.155,,,,
1981,9,-4.15,0.198,0.465,0.249,0.153,,,,
1981,10,-4.585,0.089,0.513,0.248,0.142,,,,
1981,11,-1.763,-0.005,0.516,0.21,0.141,,,,
1981,12,-2.326,-0.003,0.532,0.247,0.154,,,,
1982,1,-8.679,-0.028,0.53,0.258,0.181,,,,
1982,2,-6.249,-0.255,0.553,0.252,0.199,,,,
1982,3,-5.918,-0.3,0.529,0.24,0.213,,,,
1982,4,-6.992,-0.306,0.522,0.242,0.218,,,,
1982,5,-5.008,-0.767,0.467,0.226,0.217,,,,
1982,6,-5.137,-0.99,0.383,0.225,0.216,,,,
1982,7,-4.678,-0.552,0.427,0.231,0.216,,,,
1982,8,-6.257,-0.422,0.358,0.229,0.215,,,,
1982,9,-4.682,-0.317,0.367,0.239,0.219,,,,
1982,10,-4.669,-0.114,0.318,0.233,0.228,,,,
1982,11,-7.295,-0.303,0.302,0.241,0.236,,,,
1982,12,-4.994,-0.221,0.303,0.3,0.249,,,,
1983,1,-3.422,-0.22,0.303,0.3,0.249,,,,
1983,2,-4.69,-0.039,0.286,0.276,0.251,,,,
1983,3,-4.656,-0.016,0.309,0.307,0.251,,,,
1983,4,-4.553,-0.022,0.291,0.329,0.256,,,,
1983,5,-7.283,0.37,0.208,0.337,0.256,,,,
1983,6,-4.158,0.14,0.288,0.352,0.254,,,,
1983,7,-4.658,0.015,0.223,0.364,0.252,,,,
1983,8,-4.086,0.294,0.176,0.377,0.249,,,,
1983,9,-4.404,0.332,0.105,0.385,0.244,,,,
1983,10,-4.743,0.511,0.12,0.402,0.237,,,,
1983,11,-2.586,0.72,0.119,0.42,0.237,,,,
1983,12,-7.764,0.71,0.104,0.418,0.241,,,,
1984,1,-4.917,0.736,0.084,0.411,0.241,,,,
1984,2,-1.349,0.739,0.053,0.465,0.229,,,,
1984,3,-4.192,0.595,0.029,0.441,0.253,,,,
1984,4,-2.411,0.55,0.006,0.452,0.259,,,,
1984,5,-4.776,0.252,-0.114,0.452,0.268,,,,
1984,6,-4.276,0.255,-0.11,0.462,0.272,,,,
1984,7,-4.348,0.566,0.03,0.466,0.276,,,,
1984,8,-4.041,0.136,0.104,0.478,0.279,,,,
1984,9,-6.14,0.189,0.147,0.482,0.29,,,,
1984,10,-5.282,-0.101,0.212,0.481,0.305,,,,
1984,11,-6.156,-0.036,0.211,0.441,0.304,,,,
1984,12,-7.734,-0.088,0.224,0.413,0.304,,,,
1985,1,-1.187,-0.162,0.223,0.418,0.324,,,,
1985,2,-6.507,-0.29,0.229,0.373,0.324,,,,
1985,3,-3.551,-0.172,0.253,0.394,0.332,,,,
1985,4,-5.896,-0.185,0.255,0.383,0.337,,,,
1985,5,-3.994,-0.381,0.318,0.368,0.336,,,,
1985,6,-4.903,0.002,0.399,0.372,0.338,,,,
1985,7,-5.235,-0.075,0.384,0.379,0.333,,,,
1985,8,-5.579,0.173,0.381,0.378,0.334,,,,
1985,9,-4.715,0.12,0.425,0.393,0.336,,,,
1985,10,-5.444,0.214,0.454,0.377,0.338,,,,
1985,11,-8.508,0.218,0.505,0.349,0.333,,,,
1985,12,-3.132,0.123,0.506,0.354,0.336,,,,
1986,1,-2.112,0.097,0.512,0.288,0.324,,,,
1986,2,-3.534,0.112,0.51,0.275,0.334,,,,
1986,3,-4.182,0.039,0.512,0.242,0.338,,,,
1986,4,-4.771,-0.008,0.516,0.262,0.328,,,,
1986,5,-3.954,-0.046,0.473,0.265,0.322,,,,
1986,6,-6.033,0.045,0.526,0.276,0.325,,,,
1986,7,-5.555,0.196,0.532,0.274,0.328,,,,
1986,8,-5.398,0.341,0.474,0.272,0.329,,,,
1986,9,-5.587,0.409,0.417,0.267,0.329,,,,
1986,10,-6.006,0.552,0.391,0.252,0.328,,,,
1986,11,-8.963,0.459,0.387,0.218,0.321,,,,
1986,12,-2.047,0.595,0.392,0.199,0.331,,,,
1987,1,-0.302,0.663,0.401,0.257,0.319,,,,
1987,2,-1.787,0.621,0.403,0.27,0.309,,,,
1987,3,-3.371,0.82,0.435,0.299,0.293,,,,
1987,4,-3.053,0.941,0.44,0.308,0.285,,,,
1987,5,-5.064,1.392,0.415,0.303,0.275,,,,
1987,6,-4.405,1.555,0.442,0.298,0.276,,,,
1987,7,-4.739,1.221,0.41,0.286,0.282,,,,
1987,8,-5.897,0.96,0.389,0.293,0.286,,,,
1987,9,-3.201,1.076,0.421,0.281,0.289,,,,
1987,10,-4.564,1.096,0.449,0.275,0.281,,,,
1987,11,-3.546,1.166,0.434,0.3,0.286,,,,
1987,12,-0.097,1.188,0.441,0.297,0.314,,,,
1988,1,-4.308,1.226,0.455,0.299,0.312,,,,
1988,2,-4.911,1.369,0.471,0.294,0.32,,,,
1988,3,-1.985,1.279,0.476,0.312,0.332,,,,
1988,4,-2.81,1.282,0.464,0.316,0.35,,,,
1988,5,-4.221,1.15,0.491,0.347,0.364,,,,
1988,6,-4.14,0.775,0.419,0.343,0.376,,,,
1988,7,-4.285,0.755,0.354,0.343,0.386,,,,
1988,8,-4.187,0.761,0.374,0.339,0.397,,,,
1988,9,-4.277,0.289,0.379,0.331,0.407,,,,
1988,10,-4.536,0.193,0.405,0.329,0.421,,,,
1988,11,-5.125,0.13,0.411,0.3,0.444,,,,
1988,12,-4.599,0.142,0.448,0.338,0.454,,,,
1989,1,-4.543,0.183,0.464,0.317,0.454,,,,
1989,2,-4.845,0.203,0.49,0.257,0.497,,,,
1989,3,-7.64,0.209,0.504,0.273,0.514,,,,
1989,4,-3.972,0.169,0.498,0.253,0.526,,,,
1989,5,-4.972,-0.039,0.551,0.259,0.53,,,,
1989,6,-3.996,-0.164,0.508,0.264,0.535,,,,
1989,7,-3.795,-0.049,0.484,0.267,0.532,,,,
1989,8,-3.94,-0.291,0.435,0.263,0.537,,,,
1989,9,-4.204,0.211,0.45,0.283,0.542,,,,
1989,10,-5.02,0.19,0.404,0.302,0.54,,,,
1989,11,-7.625,0.199,0.394,0.32,0.541,,,,
1989,12,-6.099,0.156,0.372,0.363,0.546,,,,
1990,1,-3.155,0.106,0.349,0.363,0.547,,,,
1990,2,-7.753,0.049,0.357,0.375,0.55,,,,
1990,3,-1.618,0.033,0.308,0.37,0.565,,,,
1990,4,-4.226,-0.066,0.294,0.388,0.558,,,,
1990,5,-4.863,-0.004,0.283,0.388,0.549,,,,
1990,6,-4.513,-0.114,0.194,0.404,0.548,,,,
1990,7,-4.39,-0.353,0.214,0.406,0.553,,,,
1990,8,-4.627,0.098,0.207,0.413,0.552,,,,
1990,9,-4.396,-0.088,0.198,0.417,0.557,,,,
1990,10,-6.204,-0.007,0.178,0.426,0.556,,,,
1990,11,-6.89,0.099,0.188,0.443,0.557,,,,
1990,12,-7.417,0.158,0.181,0.422,0.566,,,,
1991,1,-6.014,0.143,0.174,0.381,0.56,,,,
1991,2,-2.344,0.21,0.167,0.386,0.543,,,,
1991,3,-3.853,0.177,0.15,0.376,0.535,,,,
1991,4,-3.258,0.165,0.142,0.377,0.542,,,,
1991,5,-3.583,0.255,0.126,0.36,0.544,,,,
1991,6,-3.803,0.49,0.149,0.378,0.547,,,,
1991,7,-4.576,0.845,0.102,0.388,0.549,,,,
1991,8,-3.825,0.647,0.041,0.395,0.549,,,,
1991,9,-4.788,0.764,0.129,0.408,0.554,,,,
1991,10,-6.347,0.548,0.114,0.407,0.553,,,,
1991,11,-5.808,0.377,0.131,0.432,0.549,,,,
1991,12,-4.606,0.215,0.136,0.415,0.555,,,,
1992,1,-1.754,0.085,0.133,0.381,0.582,,,,
1992,2,-4.713,-0.047,0.123,0.366,0.591,,,,
1992,3,-2.458,-0.16,0.131,0.345,0.587,,,,
1992,4,-5.841,-0.078,0.164,0.328,0.588,,,,
1992,5,-5.633,0.051,0.225,0.324,0.582,,,,
1992,6,-5.754,-0.015,0.284,0.327,0.586,,,,
1992,7,-6.133,-0.13,0.317,0.332,0.587,,,,
1992,8,-5.414,-0.18,0.361,0.343,0.594,,,,
1992,9,-6.142,-0.186,0.318,0.339,0.598,,,,
1992,10,-5.361,-0.035,0.327,0.328,0.595,,,,
1992,11,-4.255,0.133,0.341,0.331,0.61,,,,
1992,12,-5.399,0.233,0.368,0.328,0.632,,,,
1993,1,-3.137,0.351,0.356,0.324,0.64,,,,
1993,2,-5.315,0.421,0.356,0.363,0.633,,,,
1993,3,-2.533,0.493,0.359,0.358,0.629,,,,
1993,4,-4.021,0.519,0.389,0.371,0.628,,,,
1993,5,-3.626,0.366,0.396,0.39,0.643,,,,
1993,6,-4.554,0.549,0.424,0.4,0.641,,,,
1993,7,-4.718,0.195,0.408,0.408,0.645,,,,
1993,8,-4.571,-0.072,0.398,0.417,0.646,,,,
1993,9,-5.277,-0.057,0.372,0.43,0.65,,,,
1993,10,-5.053,-0.124,0.349,0.441,0.658,,,,
1993,11,-6.083,-0.152,0.31,0.468,0.651,,,,
1993,12,-3.203,-0.083,0.308,0.489,0.678,,,,
1994,1,-7.386,-0.019,0.313,0.497,0.674,,,,
1994,2,-8.518,-0.015,0.299,0.528,0.669,,,,
1994,3,-2.353,0.114,0.312,0.587,0.668,,,,
1994,4,-4.827,0.279,0.315,0.6,0.658,,,,
1994,5,-3.96,0.459,0.313,0.608,0.65,,,,
1994,6,-3.721,0.512,0.321,0.608,0.646,,,,
1994,7,-3.959,1.027,0.277,0.598,0.645,,,,
1994,8,-4.518,1.313,0.296,0.596,0.639,,,,
1994,9,-3.736,1.159,0.239,0.602,0.646,,,,
1994,10,-3.074,1.252,0.251,0.599,0.648,,,,
1994,11,-3.919,1.247,0.253,0.64,0.657,,,,
1994,12,-2.561,1.316,0.282,0.679,0.664,,,,
1995,1,-1.216,1.221,0.315,0.677,0.65,,,,
1995,2,-5.084,1.21,0.329,0.727,0.666,,,,
1995,3,-4.204,1.17,0.37,0.736,0.671,,,,
1995,4,-3.708,1.061,0.363,0.732,0.687,,,,
1995,5,-4.012,0.847,0.38,0.73,0.688,,,,
1995,6,-2.904,0.583,0.462,0.723,0.692,,,,
1995,7,-5.094,0.102,0.433,0.727,0.694,,,,
1995,8,-4.649,0.281,0.519,0.726,0.699,,,,
1995,9,-4.215,0.181,0.517,0.722,0.702,,,,
1995,10,-4.385,0.102,0.565,0.736,0.711,,,,
1995,11,-6.478,-0.057,0.593,0.766,0.735,,,,
1995,12,-5.731,-0.142,0.619,0.779,0.743,,,,
1996,1,-6.989,-0.074,0.643,0.831,0.754,,,,
1996,2,-2.933,-0.075,0.666,0.812,0.761,,,,
1996,3,-5.412,-0.057,0.709,0.827,0.773,,,,
1996,4,-4.657,-0.203,0.739,0.823,0.786,,,,
1996,5,-5.913,-0.16,0.81,0.824,0.792,,,,
1996,6,-3.923,-0.024,0.828,0.819,0.805,,,,
1996,7,-4.281,0.193,0.892,0.824,0.813,,,,
1996,8,-4.663,0.14,1.016,0.826,0.818,,,,
1996,9,-3.997,0.1,1.045,0.841,0.829,,,,
1996,10,-6.138,0.062,1.085,0.855,0.839,,,,
1996,11,-5.957,0.094,1.084,0.88,0.854,,,,
1996,12,-4.103,0.087,1.079,0.911,0.864,,,,
1997,1,-4.385,0.099,1.063,0.907,0.863,,,,
1997,2,-3.576,0.103,1.069,0.912,0.851,,,,
1997,3,-5.889,0.133,1.073,0.875,0.844,,,,
1997,4,-5.104,0.158,1.035,0.868,0.842,,,,
1997,5,-5.532,0.388,1.054,0.861,0.843,,,,
1997,6,-4.012,0.689,1.073,0.873,0.844,,,,
1997,7,-4.139,0.649,1.037,0.888,0.85,,,,
1997,8,-4.608,0.935,1.093,0.894,0.854,,,,
1997,9,-3.643,1.204,1.153,0.916,0.848,,,,
1997,10,-5.838,1.534,1.137,0.915,0.852,,,,
1997,11,-3.198,1.831,1.119,0.92,0.846,,,,
1997,12,-0.483,1.918,1.079,0.967,0.827,,,,
1998,1,-4.865,1.989,1.097,0.98,0.835,,,,
1998,2,-0.147,2.108,1.097,0.971,0.832,,,,
1998,3,-2.661,2.183,1.085,0.946,0.816,,,,
1998,4,-1.145,2.403,1.082,0.941,0.81,,,,
1998,5,-1.968,2.515,1.135,0.94,0.812,,,,
1998,6,-2.972,2.379,1.133,0.94,0.813,,,,
1998,7,-3.28,2.491,1.254,0.946,0.814,,,,
1998,8,-3.182,2.41,1.226,0.953,0.815,,,,
1998,9,-2.739,2.581,1.283,0.969,0.814,,,,
1998,10,-3.208,2.475,1.297,0.987,0.819,,,,
1998,11,-1.854,2.306,1.339,1.003,0.829,,,,
1998,12,-2.105,2.218,1.33,1.019,0.819,,,,
1999,1,-3.524,2.081,1.336,1.031,0.824,,,,
1999,2,-1.127,1.999,1.352,1.081,0.83,,,,
1999,3,-0.609,1.934,1.371,1.063,0.837,,,,
1999,4,-2.415,1.757,1.395,1.062,0.837,,,,
1999,5,-3.992,1.68,1.447,1.04,0.832,,,,
1999,6,-4.025,1.737,1.501,1.028,0.829,,,,
1999,7,-4.934,1.747,1.536,1.023,0.825,,,,
1999,8,-4.16,1.699,1.528,1.015,0.823,,,,
1999,9,-3.515,1.701,1.511,1.008,0.831,,,,
1999,10,-5.339,1.512,1.485,0.993,0.828,,,,
1999,11,-2.769,1.419,1.468,0.994,0.853,,,,
1999,12,-1.43,1.314,1.465,0.964,0.866,,,,
2000,1,-3.402,1.391,1.462,0.937,0.878,,,,
2000,2,-1.696,1.35,1.46,0.957,0.915,,,,
2000,3,-0.592,1.233,1.461,0.972,0.926,,,,
2000,4,-4.681,1.297,1.468,0.987,0.946,,,,
2000,5,-5.103,1.254,1.46,0.988,0.95,,,,
2000,6,-5.285,0.884,1.472,0.979,0.951,,,,
2000,7,-4.017,1.187,1.527,0.982,0.955,,,,
2000,8,-4.655,0.946,1.423,0.984,0.96,,,,
2000,9,-4.909,0.828,1.375,0.986,0.962,,,,
2000,10,-4.572,0.9,1.317,0.996,0.977,,,,
2000,11,-3.292,1.043,1.287,1.027,0.998,,,,
2000,12,-5.862,1.113,1.26,1.065,1.023,,,,
2001,1,0.229,1.12,1.25,1.127,1.041,,,,
2001,2,-4.594,1.202,1.24,1.137,1.034,,,,
2001,3,-1.999,1.368,1.23,1.171,1.03,,,,
2001,4,-3.826,1.359,1.235,1.195,1.019,,,,
2001,5,-3.384,1.397,1.196,1.223,1.016,,,,
2001,6,-4.44,1.816,1.21,1.233,1.015,,,,
2001,7,-3.939,1.607,1.169,1.237,1.018,,,,
2001,8,-3.67,1.649,1.147,1.242,1.02,,,,
2001,9,-2.909,1.243,1.08,1.25,1.029,,,,
2001,10,-4.691,1.003,1.04,1.272,1.043,,,,
2001,11,-2.83,0.741,0.995,1.275,1.053,,,,
2001,12,-0.834,0.76,0.977,1.312,1.068,,,,
2002,1,-2.277,0.727,0.983,1.345,1.068,,,,
2002,2,-4.092,0.641,0.961,1.336,1.086,,,,
2002,3,-6.869,0.586,0.943,1.343,1.085,,,,
2002,4,-6.715,0.525,0.952,1.357,1.095,,,,
2002,5,-6.522,0.454,0.934,1.362,1.105,,,,
2002,6,-4.209,0.544,0.856,1.36,1.117,,,,
2002,7,-4.336,0.605,0.837,1.368,1.13,,,,
2002,8,-4.705,0.413,0.82,1.366,1.139,,,,
2002,9,-3.563,0.524,0.79,1.356,1.155,,,,
2002,10,-5.43,0.694,0.836,1.375,1.159,,,,
2002,11,-3.675,0.923,0.857,1.361,1.155,,,,
2002,12,0.238,0.894,0.879,1.325,1.161,,,,
2003,1,-1.547,0.931,0.868,1.346,1.162,,,,
2003,2,-6.392,1.011,0.871,1.3,1.173,,,,
2003,3,-5.539,1.028,0.886,1.274,1.172,,,,
2003,4,-4.673,1.237,0.91,1.249,1.164,,,,
2003,5,-3.765,1.195,0.918,1.234,1.161,,,,
2003,6,-4.569,1.067,0.997,1.226,1.166,,,,
2003,7,-3.887,0.701,1.001,1.219,1.167,,,,
2003,8,-3.748,1.029,1.047,1.213,1.171,,,,
2003,9,-3.358,1.105,1.059,1.199,1.18,,,,
2003,10,-2.925,1.092,1.093,1.197,1.189,,,,
2003,11,-4.175,0.85,1.108,1.19,1.192,,,,
2003,12,-1.292,0.803,1.135,1.149,1.173,,,,
